gene_id,gene_symbol
Cre12.g506200,HTB18
Cre12.g506250,HTA18
Cre12.g506300,HTR18
Cre12.g506350,HFO18
Cre12.g506450,HFO19
Cre12.g506500,HTR19
Cre12.g506851,BBS3A
Cre12.g507300,LCI30
Cre12.g507400,LCS3
Cre12.g507450,SYP4
Cre12.g507550,OPR3
Cre12.g507559,HSC20
Cre12.g507650,CDJ1
Cre12.g507950,CGL98
Cre12.g508300,CGL144
Cre12.g508350,TPR11
Cre12.g508550,PAN2
Cre12.g508644,HDG1
Cre12.g508750,LHCA2
Cre12.g508850,GST8
Cre12.g508853,BPL2
Cre12.g509000,MAPK3
Cre12.g509001,RPK2
Cre12.g509050,PSBP3
Cre12.g509100,FAP307
Cre12.g509250,EYE2
Cre12.g509350,FAP238
Cre12.g509400,RIR2L
Cre12.g509600,CDD2
Cre12.g509650,PDS1
Cre12.g509750,QCR2
Cre12.g509800,FAP286
Cre12.g509850,MLT1
Cre12.g510050,CHL27B
Cre12.g510100,ATG4
Cre12.g510250,VTC1
Cre12.g510300,UBC21
Cre12.g510400,CPLD30
Cre12.g510450,RPS28
Cre12.g510650,FBP2
Cre12.g510800,CHLI2
Cre12.g510850,CGL73
Cre12.g510900,HSLU1
Cre12.g511050,RSP16
Cre12.g511150,GPD1
Cre12.g511200,NUOS5
Cre12.g511400,PPR4
Cre12.g511640,PIGX1
Cre12.g511750,FAP105
Cre12.g511850,GSK3
Cre12.g511900,RPE1
Cre12.g512100,PIF1
Cre12.g512250,RRP7
Cre12.g512600,RPL18
Cre12.g512750,TEF20
Cre12.g513200,ENO1
Cre12.g513300,CGL23
Cre12.g513400,EBG1
Cre12.g513450,TUH1
Cre12.g513500,XAB2
Cre12.g513600,SGTA1
Cre12.g513650,FAP342
Cre12.g513750,GRX1
Cre12.g513950,SUFD1
Cre12.g514000,LAG1
Cre12.g514050,GSF1
Cre12.g514500,RPS11
Cre12.g514650,CNK6
Cre12.g514700,PPHC1
Cre12.g514750,CIS1
Cre12.g514850,HSP90C
Cre12.g514900,TIM10
Cre12.g514950,CGLD17
Cre12.g515200,DRC6
Cre12.g515250,ROC7
Cre12.g515450,UBC22
Cre12.g515550,VPS33
Cre12.g515650,EIF3K
Cre12.g515750,PHT4E
Cre12.g515850,PCN1
Cre12.g515900,TOPBP1
Cre12.g516200,EFG2
Cre12.g516300,CGL154
Cre12.g516350,COX10
Cre12.g516450,CAG1
Cre12.g516500,CUL4
Cre12.g516950,BLD12
Cre12.g517050,FAP117
Cre12.g517150,APSR1
Cre12.g517350,LSD1
Cre12.g517400,RAB5
Cre12.g517550,RRM10
Cre12.g517700,NYC1
Cre12.g517900,SECA1
Cre12.g518000,SECA2
Cre12.g518050,FAP261
Cre12.g518550,FAP54
Cre12.g519000,PAI1
Cre12.g519100,ACC1
Cre12.g519180,PSRP7
Cre12.g519300,TEF9
Cre12.g519350,PHB2
Cre12.g519500,CAX1
Cre12.g519550,OPR53
Cre12.g519950,FAP42
Cre12.g520200,CPL8
Cre12.g520250,PAF1
Cre12.g520350,ALDH12
Cre12.g520400,MRPL4
Cre12.g520500,RPLP0
Cre12.g520550,TRN1
Cre12.g520600,PRPS6
Cre12.g520650,TLP1
Cre12.g520950,IC138
Cre12.g521050,MRPL119
Cre12.g521100,POB5
Cre12.g521150,CGL19
Cre12.g521200,RFC1
Cre12.g521250,PPE1
Cre12.g521300,POB14
Cre12.g521350,SLY1
Cre12.g521450,CLPP2
Cre12.g521700,SSS1A
Cre12.g521750,NUP133
Cre12.g522150,FAP194
Cre12.g522350,TSW1
Cre12.g522450,SEC31
Cre12.g522550,FLA8
Cre12.g522600,CYC1
Cre12.g522950,MIND1
Cre12.g523050,CCT11
Cre12.g523150,PFD5
Cre12.g523200,NURF55
Cre12.g523300,OST1A
Cre12.g523340,OST1B
Cre12.g523500,DER1
Cre12.g523850,QCR1
Cre12.g524100,CBP80
Cre12.g524150,POLH2
Cre12.g524200,SPC25
Cre12.g524300,PYG7
Cre12.g524350,HUS1
Cre12.g524650,SRTB1
Cre12.g524950,ENGB1
Cre12.g525050,SMC6A
Cre12.g525100,SMC6B
Cre12.g525200,NOP56
Cre12.g525500,GCP2
Cre12.g525650,SUFS1
Cre12.g525700,HCS1
Cre12.g526750,RBM8A
Cre12.g527000,CDPK14
Cre12.g527300,RFC5
Cre12.g527750,DLT2
Cre12.g527800,DLL3
Cre12.g527850,TRA1
Cre12.g528000,FAP303
Cre12.g528150,OST3
Cre12.g528250,FAP379
Cre12.g528450,LASPO1
Cre12.g528700,TRPA1
Cre12.g528750,RPL12
Cre12.g528850,DLX1
Cre12.g528900,RBG1
Cre12.g528950,PUF1
Cre12.g529100,ATPVL2
Cre12.g529150,FAP314
Cre12.g529400,RPS27E1
Cre12.g529500,RRM11
Cre12.g529550,ALK1
Cre12.g529600,RPA1
Cre12.g529651,RPL7A
Cre12.g529950,EIF4G1
Cre12.g530100,CGL83
Cre12.g530300,FKB16C
Cre12.g530350,IRT2
Cre12.g530400,IRT1
Cre12.g530600,GLN3
Cre12.g530650,GLN2
Cre12.g531000,AMT1H
Cre12.g531050,RAA3
Cre12.g531100,PBA2
Cre12.g531200,FOX2
Cre12.g531350,CGL62
Cre12.g531400,POC10
Cre12.g531500,DRC3
Cre12.g531550,EIF5B3
Cre12.g531800,FAP7
Cre12.g531900,FLVA1
Cre12.g532100,CTAP3
Cre12.g532350,CAV8
Cre12.g532550,RPL13A
Cre12.g532600,CGL44
Cre12.g532850,PHR3
Cre12.g533000,PHR1
Cre12.g533300,SRE2
Cre12.g533351,CLPB5
Cre12.g533550,PYK1
Cre12.g533600,DESI6
Cre12.g533800,CYN22
Cre12.g534050,FAP366
Cre12.g534100,CON2
Cre12.g534350,HCD2
Cre12.g534450,CGL86
Cre12.g534550,PHR4
Cre12.g534600,TOM20
Cre12.g534700,FKB19
Cre12.g534800,GCSP1
Cre12.g535700,HSP70D
Cre12.g535750,CPA1
Cre12.g535851,RPL8
Cre12.g535950,NUOS1
Cre12.g536000,ALA2
Cre12.g536050,ALA1
Cre12.g536100,FAP126
Cre12.g536500,CGL10
Cre12.g536550,DIC1
Cre12.g536600,FAP78
Cre12.g536800,CGL52
Cre12.g537050,NUOA3
Cre12.g537100,TSV2
Cre12.g537200,OGD1
Cre12.g537350,NZP1
Cre12.g537450,COX13
Cre12.g537641,LPT1
Cre12.g537800,RPL7
Cre12.g537850,CCB2
Cre12.g538000,EZY5
Cre12.g538300,LF5
Cre12.g538350,FTX1
Cre12.g538400,RPB4
Cre12.g538450,EPT1
Cre12.g538650,UPM3
Cre12.g538700,CPLD62
Cre12.g538750,LSM1
Cre12.g539000,ECT1
Cre12.g540250,SELW1
Cre12.g540351,SELW2
Cre12.g540500,CGL108
Cre12.g541250,NAR1E
Cre12.g541300,KATL4
Cre12.g541700,OPR54
Cre12.g541750,ZPD1
Cre12.g541777,CGL95
Cre12.g542250,TUB1
Cre12.g542300,GLYK1
Cre12.g542500,STM6
Cre12.g542700,FAP373
Cre12.g542800,RPC2
Cre12.g542850,ARD1
Cre12.g542950,NUP54
Cre12.g543303,CGLD6
Cre12.g543350,GSNOR2
Cre12.g543400,GSNOR1
Cre12.g543450,RBX1
Cre12.g543500,FAP364
Cre12.g544000,RSP5
Cre12.g544150,CYN20B
Cre12.g544200,CYN20D
Cre12.g544700,PUF3
Cre12.g545000,ARP7
Cre12.g545101,XDH1
Cre12.g545800,ROC55
Cre12.g545850,FAP363
Cre12.g546000,MRPL54
Cre12.g546050,DXR1
Cre12.g546100,FAP125
Cre12.g546150,PETM1
Cre12.g546250,SRP9
Cre12.g546400,LC7B
Cre12.g546500,TEF22
Cre12.g546550,FEA1
Cre12.g546600,FEA2
Cre12.g546650,UBC23
Cre12.g547100,CGL2
Cre12.g547450,VPS9
Cre12.g547700,TTL14
Cre12.g547750,SPCS1
Cre12.g548300,TMEM107
Cre12.g548400,LHCBM2
Cre12.g548650,BBS4
Cre12.g548950,LHCBM7
Cre12.g549000,PHC4
Cre12.g549100,UAF3
Cre12.g549300,MIP1
Cre12.g549550,TUB2
Cre12.g549750,FAP4
Cre12.g550277,MRS2
Cre12.g550400,GRX2
Cre12.g550650,MRPL14
Cre12.g550702,TEF13
Cre12.g550750,SDHAF2
Cre12.g550800,REV1
Cre12.g550850,PSBP1
Cre12.g550900,SSD3
Cre12.g551250,FLS1
Cre12.g551350,LAO2
Cre12.g551352,LAO1
Cre12.g551500,MDJ1A
Cre12.g551850,NFR1
Cre12.g551950,LTD1
Cre12.g552200,PHOB1
Cre12.g552650,PAP8
Cre12.g552850,CGL77
Cre12.g552851,OGT1
Cre12.g552900,DOI1
Cre12.g553050,NUP53
Cre12.g553250,PFK2
Cre12.g553400,CMD1
Cre12.g553450,CNG1
Cre12.g553700,PDO2
Cre12.g553850,TUL1
Cre12.g553900,CNG2
Cre12.g554103,CGL74
Cre12.g554200,VTI4
Cre12.g554250,LPB1
Cre12.g554528,PPR10
Cre12.g554600,CGL146
Cre12.g554650,REC8
Cre12.g554700,SEC22
Cre12.g554800,PRK1
Cre12.g554850,TRXH2
Cre12.g554953,ETFB1
Cre12.g555050,MUS81
Cre12.g555150,NUOB10
Cre12.g555250,NUOB14
Cre12.g555350,RER1
Cre12.g555400,CGLD32
Cre12.g555803,NDA6
Cre12.g555850,DESI1
Cre12.g555950,DHC11
Cre12.g556000,ECP88
Cre12.g556050,PRPL9
Cre12.g556100,SPAG1
Cre12.g556150,CGL100
Cre12.g556228,NDA7
Cre12.g556300,FBB5
Cre12.g556600,GAPN1
Cre12.g556650,APC4
Cre12.g556911,MRE11
Cre12.g557000,ATG12
Cre12.g557050,CPLD8
Cre12.g557750,DGTT1
Cre12.g557900,CDI1
Cre12.g558000,MRPS6
Cre12.g558100,PRMT10
Cre12.g558400,TRR2
Cre12.g558450,SPD1
Cre12.g558550,CPLD60
Cre12.g558650,EIF2BD
Cre12.g558700,FAP67
Cre12.g558750,MRPL32
Cre12.g558900,PETO1
Cre12.g559150,CLPS2
Cre12.g559250,POC14
Cre12.g559950,MFDX1
Cre12.g560150,FAP353
Cre12.g560350,CNK2
Cre12.g560550,MTF1
Cre12.g560700,MDJ1B
Cre12.g560900,CPLD35
Cre12.g560950,PSAG1
Cre12.g561000,CYN28
Cre12.g561200,COPZ2
Cre13.g561850,FRK2
Cre13.g562250,FAP92
Cre13.g562300,HON2
Cre13.g562501,SELD1
Cre13.g562550,ARH1
Cre13.g562750,CGLD38
Cre13.g562800,FAP337
Cre13.g562850,THF1
Cre13.g562950,APC6
Cre13.g563150,PAB1
Cre13.g563600,UBQ7
Cre13.g563700,FAP369
Cre13.g563800,MYO3
Cre13.g563850,PRORP1
Cre13.g564000,GPM3
Cre13.g564250,EIF3A
Cre13.g564350,ATM1
Cre13.g564400,FAP161
Cre13.g564500,FAP377
Cre13.g564550,RPC17
Cre13.g564950,EFG13
Cre13.g565450,PURB1
Cre13.g565550,RPB11
Cre13.g565750,EFG4
Cre13.g565800,UPT1
Cre13.g565850,COPA1
Cre13.g566050,SMP2
Cre13.g566150,RMR1
Cre13.g566200,CGL112
Cre13.g566300,RRM12
Cre13.g566400,OPR55
Cre13.g566450,ROC104
Cre13.g566650,LCS2
Cre13.g567100,GLDH1
Cre13.g567363,FAP220
Cre13.g567450,HON1
Cre13.g567600,COX4
Cre13.g567700,HAV2
Cre13.g567750,PRP18
Cre13.g567950,AGP1
Cre13.g568050,SNRK2N
Cre13.g568150,CMAL1
Cre13.g568400,FTSH4
Cre13.g568450,KIN7C
Cre13.g568650,RPS3A
Cre13.g568800,NUOB13
Cre13.g568850,ISU1
Cre13.g568900,RPL17
Cre13.g569200,SRP54
Cre13.g569250,CGLD9
Cre13.g569700,MBC1
Cre13.g569850,AMT1D
Cre13.g569950,HTR20
Cre13.g570000,HFO20
Cre13.g570050,HTB20
Cre13.g570100,HTA20
Cre13.g570250,SNRK1B
Cre13.g570300,UBC24
Cre13.g570350,AKC4
Cre13.g570550,CDD1
Cre13.g570600,CTR1
Cre13.g570851,PSB34
Cre13.g570900,MSRA1
Cre13.g571150,NUOP1
Cre13.g571200,HIK5
Cre13.g571600,TRS20
Cre13.g571650,RPB10
Cre13.g571700,CDPK9
Cre13.g571850,APC10
Cre13.g572050,SMG1
Cre13.g572350,HSP22G
Cre13.g572500,CGL14
Cre13.g572650,POB13
Cre13.g572700,IFT144
Cre13.g572750,AMX3
Cre13.g572800,TILS1
Cre13.g572850,FBB17
Cre13.g572950,E2F2
Cre13.g573300,CDD4
Cre13.g573500,FAP95
Cre13.g573650,SRS5
Cre13.g573950,ZRT3
Cre13.g574200,PAP2
Cre13.g574500,FER2
Cre13.g574700,PEX13
Cre13.g574800,CYB3
Cre13.g574900,FAP228
Cre13.g575000,CCS1
Cre13.g575800,IGS1
Cre13.g575900,CGL117
Cre13.g575950,HIRA1
Cre13.g576050,ZIP2
Cre13.g576300,APH1
Cre13.g576650,HIS4
Cre13.g576760,ELIP6
Cre13.g576800,HIF1
Cre13.g577100,ACP2
Cre13.g577250,GOX14
Cre13.g577300,GOX13
Cre13.g577500,VTI1
Cre13.g577550,DDB2
Cre13.g577850,FKB20
Cre13.g577950,VPS60
Cre13.g578100,NUP205
Cre13.g578150,RRAA1
Cre13.g578451,TSL1
Cre13.g578650,HCF173
Cre13.g578750,TBA1
Cre13.g579100,APC1
Cre13.g579150,MRPL28
Cre13.g579200,S6K1
Cre13.g579550,CGL27
Cre13.g579598,SSS3B
Cre13.g579901,DEG6
Cre13.g580150,MOT2A
Cre13.g580300,CGLD4
Cre13.g580600,ATE1
Cre13.g580700,DAL2
Cre13.g580850,PRPL22
Cre13.g581400,NNT1
Cre13.g581450,RPN7
Cre13.g581500,OPR41
Cre13.g581550,THG1
Cre13.g581600,ASA4
Cre13.g581650,PRPL7
Cre13.g582350,UBA5
Cre13.g583400,OPR57
Cre13.g583450,EZY17
Cre13.g583500,TAF2
Cre13.g583550,VIPP1
Cre13.g583600,DGD1
Cre13.g584400,FAP189
Cre13.g584750,NDUFAF5
Cre13.g584901,TMEM67
Cre13.g585150,EIF6
Cre13.g585301,MGD1
Cre13.g585900,LTA4
Cre13.g586250,COAE2
Cre13.g586300,FKB12
Cre13.g586500,KIN17B
Cre13.g586550,CYB4
Cre13.g586650,FXL1
Cre13.g586700,FXL2
Cre13.g586916,SRS6
Cre13.g587050,ERF1
Cre13.g587100,PCYA1
Cre13.g587150,HAT5
Cre13.g587200,PIGW1
Cre13.g587550,FXL3
Cre13.g587750,COG6
Cre13.g587800,NUP188
Cre13.g588100,CYN19C
Cre13.g588150,VTC2
Cre13.g588201,OPR58
Cre13.g588310,MRPL29
Cre13.g588550,SYP1
Cre13.g588600,KIN1A
Cre13.g589350,FBB6
Cre13.g589450,FBB6L1
Cre13.g589700,VPS20
Cre13.g590300,CMPK1
Cre13.g590500,FAD6
Cre13.g590550,COAD1
Cre13.g590750,HTB21
Cre13.g590800,HTA21
Cre13.g590900,APC11
Cre13.g591150,HTA22
Cre13.g591200,HTB22
Cre13.g591250,EZY20
Cre13.g591400,COAA1
Cre13.g591700,TTL15
Cre13.g592050,DAL1
Cre13.g592200,GLT1
Cre13.g592400,LCI21
Cre13.g592450,COPE1
Cre13.g602400,KIN8A
Cre13.g602700,SPA1
Cre13.g602850,SRS8
Cre13.g602901,CNX2
Cre13.g603250,OPR61
Cre13.g603700,IDA5
Cre13.g603750,KCA1
Cre13.g603900,TSF1
Cre13.g603950,CYN50
Cre13.g604700,PGP2
Cre13.g604750,CGL94
Cre13.g605150,MSD2
Cre13.g605200,MMP29
Cre13.g605600,OAS1
Cre13.g605650,ALDH10
Cre13.g605850,OPR127
Cre13.g605900,OPR128
Cre13.g606000,EFG7
Cre13.g606050,TSY1
Cre13.g606600,CGK1
Cre13.g607050,TSU1
Cre13.g607300,FAP352
Cre13.g607350,CAH7
Cre13.g607450,DAK1
Cre13.g607500,KU70
Cre13.g607650,POC15
Cre13.g607750,DRC2
Cre13.g607900,CPLD68
Cre13.g607950,SELK1
Cre13.g608000,CPLD52
Cre13.g801514,SDHAF1
Cre14.g608800,NOL1
Cre14.g608970,MRPL34
Cre14.g609050,RPL34A
Cre14.g610450,ZIP5
Cre14.g610501,RAA14
Cre14.g610950,PBD1
Cre14.g611100,FAP27
Cre14.g611250,POC9
Cre14.g611300,CHR1
Cre14.g611450,PLAP7
Cre14.g611650,ALO1
Cre14.g611700,PLAP8
Cre14.g612150,PAP10
Cre14.g612250,FAP388
Cre14.g612450,PRPL15
Cre14.g612700,DRC7
Cre14.g612750,FAP197
Cre14.g613400,POC16
Cre14.g613450,CGL87
Cre14.g613550,HSP70H
Cre14.g613900,CYCT1
Cre14.g613950,ABCA2
Cre14.g614000,CGL17
Cre14.g614100,DGL1
Cre14.g614250,RIP5
Cre14.g614550,MDB1
Cre14.g614750,CPNAT1
Cre14.g614850,FAP33
Cre14.g614900,TSQ1
Cre14.g614950,MRPS2
Cre14.g615000,MSRB1A
Cre14.g615100,MSRB1B
Cre14.g615350,THB2
Cre14.g615400,THB1
Cre14.g615450,MRPL117
Cre14.g616100,FKB53
Cre14.g616200,PIGM1
Cre14.g616350,FAS4
Cre14.g616600,FZL1
Cre14.g616750,PEX5
Cre14.g616900,SULP2
Cre14.g616950,SELT1
Cre14.g617100,SRS9
Cre14.g617250,FAP282
Cre14.g617400,HSP22F
Cre14.g617450,HSP22E
Cre14.g617500,RSP14
Cre14.g617550,DLE3
Cre14.g617600,DEG9
Cre14.g617826,NUOA11
Cre14.g617900,RPL35
Cre14.g618050,PLAP3
Cre14.g618400,ABCA3
Cre14.g618450,PEX3
Cre14.g618700,MRPS7
Cre14.g618750,FAP246
Cre14.g619100,CLPR1
Cre14.g619133,SDH1
Cre14.g619300,CYN16
Cre14.g619550,POA7
Cre14.g619800,SPO11B
Cre14.g620300,ASB1
Cre14.g620400,SPC22
Cre14.g620600,PHC2
Cre14.g620702,PHC24
Cre14.g620850,NSG17
Cre14.g621450,RPL5
Cre14.g621650,MCT1
Cre14.g621700,MMP31
Cre14.g621751,USP2
Cre14.g622850,RAD51
Cre14.g623200,LAP1
Cre14.g623700,OPR63
Cre14.g624350,VTE6
Cre14.g624400,FAP99
Cre14.g624500,RRP46
Cre14.g624900,FAP171
Cre14.g624950,DHC10
Cre14.g625300,CAX3
Cre14.g625400,RPT1
Cre14.g625450,VTE3
Cre14.g625500,FAP254
Cre14.g625550,FAP410
Cre14.g625625,FTSH11
Cre14.g625850,MMP32
Cre14.g625950,PAP4
Cre14.g626400,CYP743C1
Cre14.g626700,FDX1
Cre14.g626750,MSF1
Cre14.g626800,OPR64
Cre14.g626900,PMM1
Cre14.g626950,NIC1
Cre14.g627576,DHC7
Cre14.g627650,FAP392
Cre14.g628000,TMX1
Cre14.g628050,COG1
Cre14.g628350,HSLV1
Cre14.g628400,TSA3
Cre14.g628450,CYN48
Cre14.g628500,CPLD66
Cre14.g628650,MME4
Cre14.g629000,CGLD19
Cre14.g629200,FAP98
Cre14.g629700,MME3
Cre14.g629750,MME2
Cre14.g629920,AMT1B
Cre14.g630100,RPL13
Cre14.g630200,FAP312
Cre14.g630250,CYCR1
Cre14.g630500,TIE2
Cre14.g630550,DEG1B
Cre14.g630847,TAL2
Cre14.g630859,HID1
Cre14.g630871,ZCP1
Cre14.g630907,ATG5
Cre14.g631200,IC97
Cre14.g631350,VSP7
Cre14.g631650,FAP406
Cre14.g632000,CGE2
Cre14.g632050,RPG1
Cre14.g632300,HDA6
Cre14.g632350,FAP138
Cre14.g632400,SSA19
Cre14.g632799,ZSP2A
Cre14.g632950,NOT1
Cre14.g633000,ERV1A
Cre14.g633150,OPR66
Cre14.g633550,SCP2
Cre14.g633650,PRP6
Cre14.g633750,IPB2
Cre15.g634701,RECQ4
Cre15.g634800,NCL3
Cre15.g635350,PRMT4
Cre15.g635400,ZYS3
Cre15.g635600,EGD2
Cre15.g635800,SMC1
Cre15.g635850,ATP3
Cre15.g636050,CPLD31
Cre15.g636300,ALF1
Cre15.g636600,FAP391
Cre15.g637050,FAP274
Cre15.g637850,NCL13
Cre15.g638304,NCL30
Cre15.g638450,NCL26
Cre15.g638500,CYT1
Cre15.g638950,NCC1
Cre15.g639100,FAP195
Cre15.g639150,MDM38
Cre15.g639614,NCL12
Cre15.g639650,NCL11
Cre15.g639700,NCL10
Cre15.g639750,NCL9
Cre15.g639800,NCL7
Cre15.g639850,NCL6
Cre15.g640000,FAP345
Cre15.g640350,NCL4
Cre15.g640400,NCC2
Cre15.g640450,NCL5
Cre15.g641000,NUP50
Cre15.g641200,UCP2C
Cre15.g641800,RAB8
Cre15.g643503,HKR56
Cre15.g643550,PDX1
Cre15.g643600,SUFB1
Cre15.g801678,NCL69
Cre15.g801697,NCL39
Cre15.g801698,NCL40
Cre15.g801699,NCL41
Cre15.g801700,NCL42
Cre15.g801701,NCL43
Cre15.g801702,NCL44
Cre15.g801703,NCL45
Cre15.g801704,NCL46
Cre15.g801706,NCL47
Cre15.g801707,NCL48
Cre15.g801708,NCL49
Cre15.g801709,NCL50
Cre15.g801710,NCL51
Cre15.g801711,NCL52
Cre15.g801712,NCL53
Cre15.g801713,NCL54
Cre15.g801714,NCL55
Cre15.g801715,NCL56
Cre15.g801717,NCL57
Cre15.g801718,NCL58
Cre15.g801719,NCL59
Cre15.g801720,NCL60
Cre15.g801721,NCL61
Cre15.g801722,NCL62
Cre15.g801723,NCL63
Cre15.g801725,NCL64
Cre15.g801726,NCL65
Cre15.g801727,NCL66
Cre15.g801728,NCL67
Cre15.g801729,NCL68
Cre16.g647534,NRX4
Cre16.g648200,CYP744C1
Cre16.g648300,PHT4F
Cre16.g648350,PDY2
Cre16.g648500,HTR23
Cre16.g648550,HFO23
Cre16.g648850,ADS1
Cre16.g649400,CPLD16
Cre16.g649466,CAX5
Cre16.g649600,PUF4
Cre16.g649800,PPR3
Cre16.g649900,HTR24
Cre16.g649950,HFO24
Cre16.g650100,PETN1
Cre16.g650151,SPAST1
Cre16.g650250,HFO25
Cre16.g650300,HTR25
Cre16.g650400,CPL20
Cre16.g650450,FAP219
Cre16.g650550,FAP103
Cre16.g650600,MST1
Cre16.g650650,AGT3
Cre16.g650750,FAP268
Cre16.g650800,TIM13
Cre16.g651000,RFA3
Cre16.g651050,CYC6
Cre16.g651350,ATG17
Cre16.g651550,MTT1
Cre16.g651650,TSI3
Cre16.g651750,TSI2
Cre16.g651900,OPR129
Cre16.g651923,CRTISO1
Cre16.g652100,MAP2
Cre16.g652200,MMP9
Cre16.g652400,FAP183
Cre16.g652450,POB27
Cre16.g652550,PRPL24
Cre16.g652850,ALG5
Cre16.g653150,CPR3
Cre16.g653450,BAR1
Cre16.g653601,MRPL33
Cre16.g653800,OPR101
Cre16.g654150,FAP63
Cre16.g654250,THB6
Cre16.g654300,RSP23
Cre16.g654500,EIF3F
Cre16.g654600,PHC56
Cre16.g654700,PHC61
Cre16.g654800,CPC2
Cre16.g655050,NON1
Cre16.g655200,PTB6
Cre16.g655750,TEK1
Cre16.g655950,TRP2
Cre16.g656250,SMP12
Cre16.g656300,DPR1
Cre16.g656400,SQD1
Cre16.g656500,ALA3
Cre16.g656700,KIN14A2
Cre16.g657200,GOX17
Cre16.g657250,GOX19
Cre16.g657350,SNRK2I
Cre16.g657650,FAP35
Cre16.g657850,SEC63
Cre16.g657950,SSA5
Cre16.g658400,FDX2
Cre16.g658526,TGD3
Cre16.g658650,MYO1
Cre16.g658700,FAP376
Cre16.g658800,CDP1
Cre16.g659000,ATG13
Cre16.g659200,CYP742A1
Cre16.g659250,CYB5
Cre16.g659300,CYB2
Cre16.g659350,CYB1
Cre16.g659850,CGL37
Cre16.g659950,PRPS5
Cre16.g660000,CMT1A
Cre16.g660050,CMT1B
Cre16.g660750,MKS6
Cre16.g660800,TIM44
Cre16.g661000,THB7
Cre16.g661050,RPL34
Cre16.g661150,CGL5
Cre16.g661200,THB8
Cre16.g661250,THB9
Cre16.g661300,THB10
Cre16.g661450,HTV3
Cre16.g661588,OPR102
Cre16.g662150,CCB1
Cre16.g662300,SMP8
Cre16.g662350,TSPS1
Cre16.g662450,DESI4
Cre16.g662550,SUMO1
Cre16.g662600,BST1
Cre16.g662750,THB11
Cre16.g662800,PRP4
Cre16.g663000,THB12
Cre16.g663200,FAP295
Cre16.g663350,CLPX1
Cre16.g663400,BST2
Cre16.g663450,BST3
Cre16.g663500,RPN10
Cre16.g663600,PHT4G
Cre16.g663650,TRS33
Cre16.g663800,CGL51
Cre16.g663850,SSS5
Cre16.g663900,PBGD1
Cre16.g663950,ERG3
Cre16.g664250,OASTL2
Cre16.g664301,POLQ1
Cre16.g664500,BBS3
Cre16.g664550,SHMT1
Cre16.g664600,NUOB16
Cre16.g664700,SHY1
Cre16.g665000,UMP1
Cre16.g665050,CAV2
Cre16.g665100,CAV3
Cre16.g665250,APE1
Cre16.g665364,GDAK1
Cre16.g665400,SMP9
Cre16.g665450,RYR1
Cre16.g665650,HFLX1
Cre16.g665750,RAA2
Cre16.g665800,SSS4
Cre16.g665850,FAP248
Cre16.g665950,MCM8
Cre16.g666050,CPLD49
Cre16.g666150,DCC2
Cre16.g666301,RPS30
Cre16.g666400,MAD1
Cre16.g666500,BBS8
Cre16.g667350,CAV6
Cre16.g667450,TLP2
Cre16.g667451,TLP3
Cre16.g667750,RPB7
Cre16.g667850,NSG10
Cre16.g669550,METC1
Cre16.g669900,FAP399
Cre16.g670250,TOM6
Cre16.g670300,PRP39
Cre16.g670550,XPG3
Cre16.g670800,TFC1
Cre16.g670950,CYC4
Cre16.g670973,GSTS3
Cre16.g671000,NDA5
Cre16.g671350,ARS2
Cre16.g671400,ARS1
Cre16.g671750,PFD4
Cre16.g671900,PIN4
Cre16.g672200,BLD11
Cre16.g672385,HIS5
Cre16.g672600,WDR92
Cre16.g672800,GMP1
Cre16.g673001,FAD4
Cre16.g673109,ACP1
Cre16.g673150,HDA14
Cre16.g673250,NRR1
Cre16.g673550,CGLD36
Cre16.g673617,PRFA1
Cre16.g673650,LHCB5
Cre16.g673729,CPN11
Cre16.g673900,RPC3
Cre16.g673953,FKB16G
Cre16.g674000,LWD1
Cre16.g674250,SRS10
Cre16.g674300,FAP269
Cre16.g674350,MRPS13
Cre16.g674500,ABCA4
Cre16.g674515,IC140
Cre16.g674627,B9D1
Cre16.g674852,HAP2
Cre16.g674890,CGLD5B
Cre16.g675000,UROS2
Cre16.g675100,CPLD53
Cre16.g675250,LPL2
Cre16.g675300,PHT4H
Cre16.g675500,FKB16E
Cre16.g675550,FKB16B
Cre16.g675637,SUMO4
Cre16.g675650,ALDH6
Cre16.g675749,SUMO2
Cre16.g675861,SUMO3
Cre16.g675900,OAD1
Cre16.g676050,ARP3
Cre16.g676150,MSD3
Cre16.g676197,RPN1
Cre16.g676314,EIF3H
Cre16.g676421,PRR1
Cre16.g676450,CPLD39
Cre16.g676645,DRC8
Cre16.g676650,AP1G1
Cre16.g676757,PTB8
Cre16.g677000,HSP70E
Cre16.g677026,PDH1
Cre16.g677300,GOX16
Cre16.g677500,APK1
Cre16.g677700,NUP62
Cre16.g677950,QOR1
Cre16.g678000,CPL22
Cre16.g678050,SRE3
Cre16.g678100,VPS28
Cre16.g678437,CYP97A6
Cre16.g678900,HIK6
Cre16.g679109,YEE3
Cre16.g679200,PEX1
Cre16.g679250,ELIP2
Cre16.g679300,CGL139
Cre16.g679500,NUOB8
Cre16.g679550,FAP277
Cre16.g679669,CMS1
Cre16.g679900,XRN3
Cre16.g679950,RFC3
Cre16.g680000,ATP5
Cre16.g680050,DRT2
Cre16.g680230,SEC61G
Cre16.g680342,FAP110
Cre16.g680800,CGL155
Cre16.g680850,MDA1
Cre16.g680900,RPB1
Cre16.g681301,MOT12
