gene_id,gene_symbol
Cre03.g195200,CGL76
Cre03.g195350,PIMT1
Cre03.g195450,POC11
Cre03.g195650,PRPS10
Cre03.g195850,MSRB4
Cre03.g196050,B9D2A
Cre03.g196150,MRPL5
Cre03.g196651,RAD10
Cre03.g197000,POB8
Cre03.g197050,HTV2
Cre03.g197100,LRL1
Cre03.g197350,CDC5
Cre03.g197400,SLP1
Cre03.g197500,MOT6
Cre03.g197550,NDC1
Cre03.g197750,GPX3
Cre03.g198100,BET1
Cre03.g198150,OXA1
Cre03.g198200,GSL4
Cre03.g198950,CGL30
Cre03.g199000,PHOT1
Cre03.g199300,AHA1
Cre03.g199311,VPS16
Cre03.g199400,ORC2
Cre03.g199423,PYR4
Cre03.g199450,MINE2
Cre03.g199500,FAP129
Cre03.g199800,HYDA1
Cre03.g199900,EIF4E
Cre03.g200050,CAL1
Cre03.g200550,HYD3
Cre03.g200600,KIN14A1
Cre03.g200655,DEG4
Cre03.g200700,FAP166
Cre03.g200950,FAP273
Cre03.g201050,BSD2
Cre03.g201100,FTSHI4
Cre03.g201103,RAA7
Cre03.g201200,FAP283
Cre03.g201300,SSA10
Cre03.g201550,MMP20
Cre03.g201552,MMP8
Cre03.g201664,GIT2
Cre03.g201900,RSP1
Cre03.g202000,KIN4B
Cre03.g202100,OPR18
Cre03.g202337,MOT28
Cre03.g202897,UBC34
Cre03.g202950,CRX1
Cre03.g203450,RPS21
Cre03.g203730,DEGO1
Cre03.g203750,COG3
Cre03.g203850,ATS1
Cre03.g204150,IFT80
Cre03.g204250,SAH1
Cre03.g204350,CLPR4
Cre03.g204601,FAP278
Cre03.g204650,NUOB4
Cre03.g204800,RTA2
Cre03.g205000,IDA3
Cre03.g205050,DGTT4
Cre03.g205600,RSF1
Cre03.g205697,FAP350
Cre03.g205900,DCA1
Cre03.g206350,OPR19
Cre03.g206550,CPLD2
Cre03.g206600,AAD1
Cre03.g206800,HXT1
Cre03.g206929,EGY1
Cre03.g207050,RPL29
Cre03.g207250,GLN4
Cre03.g207550,CAD2
Cre03.g207600,NSG6
Cre03.g207700,FPS1
Cre03.g207713,ISA3
Cre03.g207800,CAD1
Cre03.g207900,CYCA1
Cre03.g208050,HAD1
Cre03.g208100,RNB1
Cre03.g208721,CGL92
Cre03.g209505,SNRK2E
Cre03.g211409,MRPS106
Cre03.g211521,FAP165
Cre03.g212305,FAP181
Cre03.g213201,CCS2
Cre03.g213425,COX23
Cre03.g213537,EGD1
Cre04.g211600,SNRK1A
Cre04.g211800,RPL23
Cre04.g211850,ELIP5
Cre04.g212401,UBC15
Cre04.g212500,CGL42
Cre04.g212550,TTL7
Cre04.g213100,CGLD7
Cre04.g213450,VPS2A
Cre04.g213652,TERT1
Cre04.g214050,MOT1
Cre04.g214100,SIRB1
Cre04.g214150,THI4
Cre04.g214250,AGO2
Cre04.g214350,POLA1
Cre04.g214500,IDH3
Cre04.g214501,PNP1
Cre04.g214502,UGE1
Cre04.g214650,GSL1
Cre04.g215000,BKT1
Cre04.g215050,CHYB1
Cre04.g215150,SSS1B
Cre04.g215250,FAP26
Cre04.g215400,AKC3
Cre04.g215850,IPA1
Cre04.g215950,CYN57
Cre04.g216250,FAP276
Cre04.g216350,CPLD3
Cre04.g216600,RPT6
Cre04.g216700,PHO5
Cre04.g216850,TUA2
Cre04.g216902,ODA16
Cre04.g217350,KUP4
Cre04.g217550,EIF3C
Cre04.g217904,MRPL118
Cre04.g217908,FAP79
Cre04.g217909,OPR124
Cre04.g217914,FAP57
Cre04.g217915,NAR1C
Cre04.g217921,COPB1
Cre04.g217931,PFH14
Cre04.g217932,PRPL35
Cre04.g217951,LCI33
Cre04.g218000,MOC1
Cre04.g218050,RWP8
Cre04.g218100,FAP25
Cre04.g218150,PPH1
Cre04.g218250,FAP313
Cre04.g218650,UCP3
Cre04.g218700,TIF1
Cre04.g218750,THB4
Cre04.g218800,THB3
Cre04.g219200,CPL19
Cre04.g219250,IFT52
Cre04.g219700,BBS9
Cre04.g220350,ATPVA3
Cre04.g220387,CYP770A1
Cre04.g220700,ALK2
Cre04.g221200,CGL109
Cre04.g221301,CYCD5
Cre04.g221550,CVDE1
Cre04.g221650,TOP4
Cre04.g221700,COX3
Cre04.g221800,POB2
Cre04.g222500,BICD1
Cre04.g222700,EF3
Cre04.g222750,CCP2
Cre04.g222800,LCID1
Cre04.g222950,SUR2
Cre04.g223050,CAH2
Cre04.g223100,CAH1
Cre04.g223150,NCL1
Cre04.g223250,LCIE1
Cre04.g223300,CCP1
Cre04.g223650,FAP30
Cre04.g224250,FAP147
Cre04.g224300,CGL84
Cre04.g224350,MOT55
Cre04.g224650,FAP296
Cre04.g224700,NRT1
Cre04.g224750,VAMP1
Cre04.g224800,VAMP4
Cre04.g225200,FAP311
Cre04.g225450,FDX10
Cre04.g225600,CGL104
Cre04.g225800,CPLD71
Cre04.g225850,VAMP3
Cre04.g225900,VAMP2
Cre04.g226050,ARS10
Cre04.g226150,AOC1
Cre04.g226450,PRP17
Cre04.g226550,ARS11
Cre04.g226600,ARS12
Cre04.g226850,ASP1
Cre04.g227000,MLH2
Cre04.g227350,CCR4
Cre04.g227400,FRE1
Cre04.g227900,PF20
Cre04.g228150,FAE1
Cre04.g228350,DLA4
Cre04.g228450,CPL10
Cre04.g229000,IPK1
Cre04.g229300,RCA1
Cre04.g229700,UGP1
Cre04.g230144,SPT1
Cre04.g230242,MOT40
Cre04.g230340,FAP206
Cre04.g231026,SRP43
Cre04.g231222,CPN60A
Cre04.g232104,LHCBM3
Cre04.g232602,GRX4
Cre04.g800432,FTSHI2
Cre05.g230600,UVR8
Cre05.g230804,SNF2
Cre05.g230900,DPP1
Cre05.g232002,ACX2
Cre05.g232150,GDH2
Cre05.g232200,NDA3
Cre05.g232500,FXL8
Cre05.g232550,CA1P1
Cre05.g232750,CNK4
Cre05.g232752,COA1
Cre05.g232800,SRX1
Cre05.g232850,COX17
Cre05.g233050,FAP162
Cre05.g233100,KIN14B
Cre05.g233650,FXL9
Cre05.g233800,TSG1
Cre05.g233950,CGL129
Cre05.g234100,CYP745A1
Cre05.g234550,FBA3
Cre05.g234636,PFLA1
Cre05.g234639,CCT4
Cre05.g234652,ZNG2
Cre05.g234659,MRPL30
Cre05.g234661,BCS1
Cre05.g234663,SRTC1
Cre05.g234665,AP4B4
Cre05.g234700,PYK3
Cre05.g234750,CGLD25
Cre05.g235500,KIN7A
Cre05.g235550,OPR125
Cre05.g235750,MSH6
Cre05.g235800,FBB19
Cre05.g237000,MAP1D
Cre05.g237050,CGLD27
Cre05.g237100,MOT52
Cre05.g237400,DAE1
Cre05.g237450,PSRP1
Cre05.g237700,NOP10
Cre05.g238250,BZIP1
Cre05.g238280,FAP205
Cre05.g238322,TSW2
Cre05.g238332,PSAD1
Cre05.g238600,PHC36
Cre05.g238650,PHC5
Cre05.g238687,PHC35
Cre05.g238950,CGLD33
Cre05.g239100,FPG2
Cre05.g239200,FAP275
Cre05.g239500,FAP38
Cre05.g239750,ARS13
Cre05.g239800,ARS14
Cre05.g239850,PHO4
Cre05.g239900,ARS15
Cre05.g240000,DPP2
Cre05.g240150,UBC16
Cre05.g240550,TLA1
Cre05.g240700,FAP378
Cre05.g240750,TEF17
Cre05.g240800,NUO17
Cre05.g240850,THIC1
Cre05.g241450,FTSY1
Cre05.g241500,MOT30
Cre05.g241637,IFT46
Cre05.g241750,PDK3
Cre05.g241850,ACLA1
Cre05.g241950,VDAC2
Cre05.g242000,CHLD1
Cre05.g242300,EIF3D
Cre05.g242400,PGR5
Cre05.g242500,RSP4
Cre05.g242550,RSP6
Cre05.g242600,CGL106
Cre05.g242950,MRPL22
Cre05.g243050,TRXF2
Cre05.g243450,GOX1
Cre05.g243600,GOX2
Cre05.g243800,PSB27
Cre05.g243801,FAP387
Cre05.g244250,DHC6
Cre05.g244700,PFH15
Cre05.g244901,NUOB12
Cre05.g245102,CGL3
Cre05.g245450,COQ5A
Cre05.g245500,FAP175
Cre05.g245550,PIK1
Cre05.g245701,FAP104
Cre05.g245950,DRP1
Cre05.g246550,LAO3
Cre05.g246800,GUN4
Cre05.g247050,COPT1
Cre05.g247450,CGL56
Cre05.g247600,UBC2
Cre05.g248000,LESV1
Cre05.g248150,PGA2
Cre05.g248300,NRAMP4
Cre05.g248400,CAH4
Cre05.g248450,CAH5
Cre05.g248500,TRXO1
Cre05.g248600,PCC1
Cre06.g249250,RPL7AE
Cre06.g249300,ARP5
Cre06.g249350,DMC3
Cre06.g249500,DMC7
Cre06.g249650,CGL55
Cre06.g249900,FAP75
Cre06.g250100,HSP70B
Cre06.g250200,METM1
Cre06.g250250,ATPVC1
Cre06.g250300,DHC16
Cre06.g250800,CRB1
Cre06.g250850,MSH1
Cre06.g250902,METH1
Cre06.g251100,NMT1
Cre06.g251150,OHP2
Cre06.g251200,IFT43
Cre06.g251250,HIK3
Cre06.g251300,SMP6B
Cre06.g251400,MME6
Cre06.g251450,NIC7
Cre06.g251550,SPP1C
Cre06.g251600,EIF5B2
Cre06.g251650,PTC1
Cre06.g251800,RFC4
Cre06.g251900,ALB3A
Cre06.g252000,LZTFL1
Cre06.g252200,TOC34
Cre06.g252300,PDK1
Cre06.g252350,CGL70
Cre06.g252550,DLA3
Cre06.g252650,LEU1S
Cre06.g252750,FUS1
Cre06.g253350,GCSH1
Cre06.g253404,DAA1
Cre06.g254150,UTP1
Cre06.g254400,FUM1
Cre06.g254600,MRPS45
Cre06.g255300,CGLD28
Cre06.g255350,THI10
Cre06.g255450,MAT3
Cre06.g255600,EZY1A
Cre06.g255650,EZY1B
Cre06.g255750,EZY1C
Cre06.g256200,HAT3
Cre06.g256250,TEF14
Cre06.g256300,PBCP2
Cre06.g256450,FAP119
Cre06.g256750,FAT1
Cre06.g257000,SULP3
Cre06.g257050,GBSS1B
Cre06.g257150,RPL37A
Cre06.g257250,BBS2
Cre06.g257450,ATPVL1
Cre06.g257500,POC8
Cre06.g257550,UCP2A
Cre06.g257600,FA1
Cre06.g257601,PRX1
Cre06.g257650,MSRA2
Cre06.g257800,POL1B
Cre06.g257850,PBCP1
Cre06.g257950,AST4
Cre06.g258700,PYC1
Cre06.g258733,LEU2
Cre06.g258800,CWP2
Cre06.g258850,EZY7
Cre06.g259100,POB30
Cre06.g259150,EFG8
Cre06.g259200,SELB1
Cre06.g259600,VPS53
Cre06.g259800,CWC22
Cre06.g259850,PRPL29
Cre06.g259900,ATPC1
Cre06.g260150,FAP393
Cre06.g260250,CEM1
Cre06.g260400,FAP287
Cre06.g260450,LCI20
Cre06.g260850,NOP14
Cre06.g261000,PSBR1
Cre06.g261150,BIO2
Cre06.g261200,ERG5
Cre06.g261400,DTH1
Cre06.g261500,CPLD58
Cre06.g261650,PFD3
Cre06.g261750,RBMP1
Cre06.g261800,ADT1
Cre06.g261900,FAP71
Cre06.g262050,AEP1
Cre06.g262100,GSR1
Cre06.g262250,AP1M1
Cre06.g262300,CYN51
Cre06.g262450,VTE7
Cre06.g262650,TAA1
Cre06.g262700,QCR7
Cre06.g262850,RAB23
Cre06.g262900,PFK1
Cre06.g263050,EFP2
Cre06.g263200,FAP325
Cre06.g263450,EEF1A3
Cre06.g263550,SELU1
Cre06.g263602,PEX12
Cre06.g263750,RPN15
Cre06.g264200,SDH2
Cre06.g264300,PRPS15
Cre06.g264350,PRPL13
Cre06.g264550,CGL81
Cre06.g264600,HFO14
Cre06.g264650,HTR14
Cre06.g264750,HTA14
Cre06.g264800,HTB14
Cre06.g264900,HTB13
Cre06.g264950,HTA13
Cre06.g265000,HTR13
Cre06.g265050,HFO13
Cre06.g265200,HFO12
Cre06.g265250,HTR12
Cre06.g265350,HTA12
Cre06.g265400,HTB12
Cre06.g265450,HFO11B
Cre06.g265500,HTR11B
Cre06.g265550,CDPK12
Cre06.g265800,PRPL28
Cre06.g265850,CTPC1
Cre06.g265950,DHC3
Cre06.g266600,HFO11
Cre06.g266650,HTR11
Cre06.g266700,HTA11
Cre06.g266750,HTB11
Cre06.g266900,LPA1L
Cre06.g267100,SRP68
Cre06.g267200,NUO21
Cre06.g267550,BBS5
Cre06.g267600,LCYE1
Cre06.g267700,SPP1B
Cre06.g267800,MML1
Cre06.g267850,PLS1
Cre06.g267950,HTR10
Cre06.g268000,HFO10
Cre06.g268050,HTA10
Cre06.g268100,HTB10
Cre06.g268150,CNK3
Cre06.g268200,TGD1
Cre06.g268250,HTB9
Cre06.g268300,HTA9
Cre06.g268350,HTR9
Cre06.g268400,HFO9
Cre06.g268550,CSL1
Cre06.g268600,NAB1
Cre06.g268650,FAP279
Cre06.g268700,POB28
Cre06.g268750,MME1
Cre06.g268800,IFT139
Cre06.g269300,CGL120
Cre06.g269450,EIF3G
Cre06.g269550,COQ9
Cre06.g269752,TRXM1
Cre06.g269950,CDC48
Cre06.g270100,SBE2
Cre06.g270200,PLC1
Cre06.g270250,CDC45
Cre06.g270350,AMB2
Cre06.g270650,MRPL43
Cre06.g270900,SUV3
Cre06.g271100,CDKG1
Cre06.g271150,FAP74
Cre06.g271250,HTR8
Cre06.g271300,HFO8
Cre06.g271350,HTA8
Cre06.g271800,LCI36
Cre06.g271950,CGL135
Cre06.g272050,GPM1
Cre06.g272300,CPLD57
Cre06.g272450,MBI1
Cre06.g272650,LHCA8
Cre06.g272800,RPS8
Cre06.g272850,MRPL10
Cre06.g272950,RPS18
Cre06.g273050,CGLD10
Cre06.g273150,RRM4
Cre06.g273250,GPAT2
Cre06.g273300,TST1
Cre06.g273450,POB11
Cre06.g273600,RPS27A
Cre06.g273700,HCF136
Cre06.g273750,SABC1
Cre06.g273850,HTB7
Cre06.g273900,HTA7
Cre06.g273950,HFO7
Cre06.g274000,HTR7
Cre06.g274101,HTR6
Cre06.g274150,HFO6
Cre06.g274200,HTA6
Cre06.g274250,HTB6
Cre06.g274300,HFO5
Cre06.g274350,HTR5
Cre06.g274650,NUOAF4
Cre06.g274750,HTB4
Cre06.g274800,HTA4
Cre06.g274850,HTR4
Cre06.g274900,HFO4
Cre06.g275050,GGH2
Cre06.g275150,CGL69
Cre06.g275350,ROC40
Cre06.g275550,RWP2
Cre06.g275650,RPN3
Cre06.g275700,HFO3
Cre06.g275750,HTR3
Cre06.g275800,HTB3
Cre06.g275850,HTA3
Cre06.g275900,HON3
Cre06.g275950,FAP395
Cre06.g276001,TOM5
Cre06.g276500,HTA2
Cre06.g276550,HTB2
Cre06.g276600,HTR2
Cre06.g276650,HFO2
Cre06.g276800,HFO1
Cre06.g276850,HTR1
Cre06.g276900,HTB1
Cre06.g276950,HTA1
Cre06.g277200,BIO1
Cre06.g277350,HDA13
Cre06.g277801,DNL7
Cre06.g278088,HAV3
Cre06.g278090,MRPL1
Cre06.g278096,SELU2
Cre06.g278097,RAE1
Cre06.g278117,CPLD7
Cre06.g278123,VPS39
Cre06.g278135,RPL21
Cre06.g278138,OPR119
Cre06.g278139,RAB18B
Cre06.g278143,GAE4
Cre06.g278159,CON1
Cre06.g278162,PHC3
Cre06.g278163,ARG9
Cre06.g278170,FAP237
Cre06.g278171,CGL132
Cre06.g278173,OPR59
Cre06.g278177,LIG6
Cre06.g278185,UGD2
Cre06.g278187,MOT4
Cre06.g278188,NUOB18
Cre06.g278194,FAP236
Cre06.g278197,SENP7
Cre06.g278200,ROC66
Cre06.g278210,PGM1
Cre06.g278212,CGL46
Cre06.g278213,LHCA6
Cre06.g278215,HIBCH1
Cre06.g278219,SSA6
Cre06.g278221,TSPSP1
Cre06.g278222,RACK1
Cre06.g278224,MRPL16
Cre06.g278233,OPR60
Cre06.g278234,FAP343
Cre06.g278237,CPLD34
Cre06.g278239,SRS7
Cre06.g278242,SDHAF3
Cre06.g278245,PAO5
Cre06.g278249,AST5
Cre06.g278251,ACRY1
Cre06.g278252,GOX18
Cre06.g278256,RPN8
Cre06.g278269,SCC2
Cre06.g278345,TOM9
Cre06.g278350,AGD1
Cre06.g278451,PDK2
Cre06.g278750,UCP1
Cre06.g278850,MND1
Cre06.g278900,NUP88
Cre06.g279000,PBA1
Cre06.g279100,DPY30
Cre06.g279150,TSD2
Cre06.g279250,PYM1
Cre06.g279474,MUT68
Cre06.g279500,CPL6
Cre06.g279650,OPR24
Cre06.g279750,MAP1A
Cre06.g279900,VFL3
Cre06.g280050,XRN1
Cre06.g280420,PAP6
Cre06.g280600,GEX1
Cre06.g280650,Y3IP1
Cre06.g280850,PBG1
Cre06.g280900,VTI2
Cre06.g280950,PYK2
Cre06.g281050,VPS5A
Cre06.g281100,MUT9
Cre06.g281250,CFA1
Cre06.g281350,LON1
Cre06.g281400,NAH1
Cre06.g281500,OPR25
Cre06.g281600,LCI23
Cre06.g281900,ZIP7
Cre06.g282000,SSS3A
Cre06.g282150,CNX1G
Cre06.g282200,SNF7
Cre06.g282500,RPL23A
Cre06.g282800,ICL1
Cre06.g283000,CGLD39
Cre06.g283050,LHCA1
Cre06.g283100,FAP85
Cre06.g283250,POB9
Cre06.g283350,MRPS34
Cre06.g283400,CGL101
Cre06.g283500,POB3
Cre06.g283550,POC6
Cre06.g283750,HST1
Cre06.g283950,LHCBM4
Cre06.g284050,TAF1
Cre06.g284100,RHP1
Cre06.g284150,RHP2
Cre06.g284200,LHCBM9
Cre06.g284250,LHCBM8
Cre06.g284350,CYCD3
Cre06.g284500,RPH1
Cre06.g284600,RBD2
Cre06.g284700,AAT2
Cre06.g284750,EFG3
Cre06.g284900,CYN20A
Cre06.g285200,NDH1
Cre06.g285250,LHCBM6
Cre06.g285300,SUT1
Cre06.g285401,FAP355
Cre06.g285600,RWP5
Cre06.g285650,ORC6
Cre06.g285900,FAP396
Cre06.g286300,COQ5B
Cre06.g286650,DMC4
Cre06.g286800,HBP1
Cre06.g287176,CPLD67
Cre06.g287250,COG4
Cre06.g287750,PYR8
Cre06.g288050,MGTE1
Cre06.g288400,MRPS11
Cre06.g288500,RRA2
Cre06.g288550,ECP76
Cre06.g289150,MTP5
Cre06.g289350,PRFA2
Cre06.g289550,RPL32
Cre06.g289700,BET5
Cre06.g289750,CYCD2
Cre06.g289850,SBE1
Cre06.g289900,HEN2
Cre06.g290000,GIP1
Cre06.g290100,SYP6
Cre06.g290150,RIMP1
Cre06.g290400,HDA5
Cre06.g290800,RMG1
Cre06.g290950,RPS5
Cre06.g291300,MRPL41
Cre06.g291600,ETK1
Cre06.g291650,FDX11
Cre06.g291700,RSP3
Cre06.g291800,COQ2
Cre06.g291950,MRS4
Cre06.g292050,MMP21
Cre06.g292350,AOC4
Cre06.g292500,CYN23
Cre06.g292550,PP1C
Cre06.g292600,OPR26
Cre06.g292700,SNRK2G
Cre06.g292800,UBC17
Cre06.g292850,CDC6
Cre06.g293000,PRI2
Cre06.g293051,AMT1C
Cre06.g293516,DEGO2
Cre06.g293582,TSL2
Cre06.g293800,ARS16
Cre06.g293850,CAG2
Cre06.g293950,SHMT2
Cre06.g294000,CGL113
Cre06.g294400,NIS1
Cre06.g294650,AGT1
Cre06.g294750,CHLG1
Cre06.g294800,CPLD37
Cre06.g294850,UBC10
Cre06.g294950,ENR1
Cre06.g295200,PCRY1
Cre06.g295450,HPR1
Cre06.g295700,MCM3
Cre06.g296000,PSK1
Cre06.g296250,TSK2
Cre06.g296350,SENP5
Cre06.g296600,RFS1
Cre06.g296700,HYDG1
Cre06.g296750,HYDEF1
Cre06.g296850,FAP81
Cre06.g296983,SAE2
Cre06.g297200,FAP108
Cre06.g297650,UBC36
Cre06.g297850,DHC12
Cre06.g298100,SUI1A
Cre06.g298300,MRL1
Cre06.g298350,FAP224
Cre06.g298650,EIF4A
Cre06.g298800,ARS73A
Cre06.g298850,LTH6
Cre06.g299000,PRPL21
Cre06.g299050,DGTT3
Cre06.g299150,PHC26
Cre06.g299300,TUG1
Cre06.g299350,FBB15
Cre06.g299600,ZRT4
Cre06.g299650,CLPR6
Cre06.g299800,LCL1
Cre06.g300050,OPR27
Cre06.g300250,TTL10
Cre06.g300550,TIC100
Cre06.g300800,PRPL27
Cre06.g300900,GLE1
Cre06.g301050,ARL13
Cre06.g301600,EDEM1
Cre06.g302050,GSL2
Cre06.g302650,RRM5
Cre06.g303050,NIT3
Cre06.g303300,CYN37
Cre06.g303400,ADF3
Cre06.g303850,MRPL114
Cre06.g304050,PKC1
Cre06.g304300,POA6
Cre06.g304350,COX12
Cre06.g304500,ZYS4
Cre06.g304550,PAR1
Cre06.g304650,PIK3
Cre06.g305050,CGL45
Cre06.g305900,CPLD22
Cre06.g306000,GOX3
Cre06.g306300,CHLI1
Cre06.g306350,FDX3
Cre06.g306601,ANS1
Cre06.g306750,FAP290
Cre06.g306800,CGL126
Cre06.g307100,AKC2
Cre06.g307150,AMB1
Cre06.g307400,CCR5
Cre06.g307500,LCIC1
Cre06.g307800,CYN49
Cre06.g307900,FAP141
Cre06.g307950,MRPL9
Cre06.g308000,FAP331
Cre06.g308100,ECH2
Cre06.g308250,RPS4
Cre06.g308300,RRM6
Cre06.g308400,PTN1
Cre06.g308450,RAF1
Cre06.g308500,CMP2
Cre06.g308533,PSRP6
Cre06.g308850,EIF3X
Cre06.g308900,SAM50
Cre06.g309000,NAR1B
Cre06.g309050,NOT2
Cre06.g309100,CPN60C
Cre06.g309300,KSGA1
Cre06.g309350,ERD2C
Cre06.g309500,OPR28
Cre06.g309800,MOT57
Cre06.g309900,MST2
Cre06.g310000,AP4E1
Cre06.g310050,CPL13
Cre06.g310200,DGAT3
Cre06.g310550,HY5
Cre06.g310700,RPL36A
Cre06.g310750,COPG1
Cre06.g311400,XPF1
Cre06.g311600,RFK3
Cre06.g311650,IRK1
Cre06.g311700,FAP349
Cre06.g311900,RAB7
Cre06.g800600,MID1
Cre06.g800601,MTD1
Cre07.g312300,LFO1
Cre07.g312350,POLA4
Cre07.g312750,CSL4
Cre07.g313500,NUP214
Cre07.g313600,CGL33A
Cre07.g313700,TSX2
Cre07.g313800,CGL138
Cre07.g314150,ZDS1
Cre07.g314450,CGL33B
Cre07.g314600,RPI2
Cre07.g314650,RECA1
Cre07.g314950,RPC34
Cre07.g315050,GGH1
Cre07.g315150,RBD1
Cre07.g315200,RET1
Cre07.g315700,FKB16A
Cre07.g316850,MCM4
Cre07.g317050,UBQ6
Cre07.g317100,POB18
Cre07.g317300,SIK1
Cre07.g317850,FBB10
Cre07.g318200,CGLD34
Cre07.g318350,CGL64
Cre07.g318450,SEC61B
Cre07.g318600,HSP22H
Cre07.g318750,PURM1
Cre07.g318800,HSP22A
Cre07.g318850,HSP22B
Cre07.g319100,TEF18
Cre07.g319300,GWD1
Cre07.g319600,FAE3
Cre07.g319650,FXL5
Cre07.g319900,RRP40
Cre07.g320400,ELIP4
Cre07.g320450,ELIP10
Cre07.g320500,OPR29
Cre07.g320550,FAE4
Cre07.g320650,PIGV1
Cre07.g321400,FAP113
Cre07.g321550,SOR1
Cre07.g321650,CYCL1
Cre07.g321951,NRAMP2
Cre07.g322100,UBQ5
Cre07.g322250,CNX6
Cre07.g322300,XPD4
Cre07.g322500,MRPL19
Cre07.g322550,FAP240
Cre07.g322950,NADK1
Cre07.g323000,DP1
Cre07.g323050,PEN2
Cre07.g324000,NUP160
Cre07.g324050,CUL3
Cre07.g324200,BTA1
Cre07.g324400,VPS24
Cre07.g324500,MMP22
Cre07.g324550,LDH1
Cre07.g324600,AP2S2
Cre07.g325000,CYP738A1
Cre07.g325350,KIN10A
Cre07.g325400,LEU3
Cre07.g325500,CHLH1
Cre07.g325600,GRX5
Cre07.g325716,LIG1
Cre07.g325732,OPR109
Cre07.g325734,FAP340
Cre07.g325740,PTB3
Cre07.g325741,PTB2
Cre07.g325743,GRX3
Cre07.g325746,RPL38
Cre07.g325751,FAP258
Cre07.g325762,DRC11
Cre07.g325950,ZSP1
Cre07.g326450,VPS5B
Cre07.g326600,PDI6
Cre07.g326800,CCPP5
Cre07.g327400,NUO9
Cre07.g328150,PDI4
Cre07.g328350,FAP207
Cre07.g328500,ARS17
Cre07.g328550,VPS18
Cre07.g328800,NSG13
Cre07.g328900,CDPK3
Cre07.g329000,PAM68
Cre07.g329050,AOC5
Cre07.g329300,MSC1
Cre07.g329550,VFL5
Cre07.g329700,RPT2
Cre07.g329850,SNRK2P
Cre07.g329882,VGK1
Cre07.g329900,HKR4
Cre07.g330100,STT3B
Cre07.g330200,RSP9
Cre07.g330250,PSAH1
Cre07.g330350,OPR115
Cre07.g330450,MRPL24
Cre07.g330700,FAP91
Cre07.g330800,OPR30
Cre07.g330950,AP4S4
Cre07.g331300,AGP3
Cre07.g331500,CLPR3
Cre07.g331550,PST1
Cre07.g331800,CGL79
Cre07.g331900,RPS13
Cre07.g332150,LYRM7
Cre07.g332300,GWD2
Cre07.g332500,AXT2
Cre07.g332550,PSL1
Cre07.g332786,PSL2
Cre07.g332851,SELM2
Cre07.g332950,SFA1
Cre07.g333400,MMP23
Cre07.g333900,NUOA8
Cre07.g333950,VPS45
Cre07.g334300,TRP6
Cre07.g334550,PSAO1
Cre07.g334600,CGL20
Cre07.g334700,ATG101
Cre07.g334800,FDX4
Cre07.g334851,ZIM17
Cre07.g335200,EFG12
Cre07.g335300,KAS2
Cre07.g335600,NAR1D
Cre07.g335750,IFT88
Cre07.g335800,TWI1
Cre07.g336500,OPR114
Cre07.g336600,MAN1
Cre07.g336650,MLH3
Cre07.g336950,PHOA2
Cre07.g337150,RFC2
Cre07.g337300,DYRKP1
Cre07.g337516,CGL75
Cre07.g337650,PDC1
Cre07.g337800,MRPS17
Cre07.g338000,MCM2
Cre07.g338050,ASA3
Cre07.g338150,MEI2
Cre07.g338300,FBB14
Cre07.g338350,CPLD50
Cre07.g338451,FBP1
Cre07.g338602,POLH1
Cre07.g338800,CGL125
Cre07.g339000,RBCX2B
Cre07.g339050,NSG11
Cre07.g339150,CPN60B2
Cre07.g339200,SCO2
Cre07.g339550,FBB13
Cre07.g339700,SUFC1
Cre07.g339750,FEC1
Cre07.g340100,MOT13
Cre07.g340200,PGRL1
Cre07.g340350,ASA1
Cre07.g340400,RSP17
Cre07.g340450,PKHD1
Cre07.g340650,CGL149
Cre07.g340850,CYP743A2
Cre07.g341300,XAP5
Cre07.g341350,TRP11
Cre07.g341550,CCPP23
Cre07.g341600,CGE1
Cre07.g341800,CGL107
Cre07.g341850,CIF2
Cre07.g342050,VTI3
Cre07.g342150,GLTR1
Cre07.g342200,IFT70
Cre07.g342250,PFD2
Cre07.g342552,UBC37
Cre07.g342800,CGL16
Cre07.g342850,ODA5
Cre07.g343433,OGD4
Cre07.g343700,OGD2
Cre07.g344350,TPP1
Cre07.g344600,PGDH1
Cre07.g344950,LHCA9
Cre07.g345300,UAP1
Cre07.g345400,FAP70
Cre07.g345700,COQ10
Cre07.g345850,MRPL35
Cre07.g345900,DCL3
Cre07.g346050,CHL27A
Cre07.g347050,RSP7
Cre07.g347250,FIP37B
Cre07.g347350,FIP37A
Cre07.g347500,OPR31
Cre07.g348200,SPH3
Cre07.g348600,SULP1
Cre07.g348800,TAB1
Cre07.g348850,MRPL2
Cre07.g349600,ISCA2
Cre07.g350350,FAP217
Cre07.g350400,PIN3
Cre07.g350500,TSV1
Cre07.g350700,RAA6
Cre07.g350750,PTOX1
Cre07.g351050,VPS23
Cre07.g351100,THB5
Cre07.g351150,FA2
Cre07.g351400,MCM10
Cre07.g351650,FAP20
Cre07.g351950,ZRT1
Cre07.g352350,FTSHI6
Cre07.g352750,MRS3
Cre07.g352850,PRPL32
Cre07.g353300,PXN1
Cre07.g353450,ACS3
Cre07.g353500,CGLD5A
Cre07.g353550,SUI1B
Cre07.g353600,MMP7
Cre07.g353750,MMP10
Cre07.g353950,XPG5
Cre07.g354100,HAT4
Cre07.g354200,GAP2
Cre07.g354250,PGK2
Cre07.g354350,CYP743B1
